"Status","Year","Ethnicity","Organisation","Region_ITL2","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Criminal Injuries Compensation Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Criminal Injuries Compensation Authority","West Central Scotland","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","Inner London - East","London","10","10","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","Merseyside","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","West Midlands","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Office and Procurator Fiscal Service","Eastern Scotland","Outside London","30","25","[c]","[c]"
"In post","2022","Asian","Crown Office and Procurator Fiscal Service","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Office and Procurator Fiscal Service","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Office and Procurator Fiscal Service","Southern Scotland","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Crown Office and Procurator Fiscal Service","West Central Scotland","Outside London","25","20","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Bedfordshire and Hertfordshire","Outside London","25","20","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Berkshire, Buckinghamshire and Oxfordshire","Outside London","15","15","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Derbyshire and Nottinghamshire","Outside London","20","20","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","East Anglia","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Essex","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Greater Manchester","Outside London","25","25","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Hampshire and Isle of Wight","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Inner London - West","London","320","295","41360","32500"
"In post","2022","Asian","Crown Prosecution Service","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Lancashire","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Leicestershire, Rutland and Northamptonshire","Outside London","40","40","35470","28430"
"In post","2022","Asian","Crown Prosecution Service","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Merseyside","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Northumberland, and Tyne and Wear","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Outer London - West and North West","London","10","10","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Shropshire and Staffordshire","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","South Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Surrey, East and West Sussex","Outside London","10","10","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","West Midlands","Outside London","110","100","37440","34480"
"In post","2022","Asian","Crown Prosecution Service","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","West Yorkshire","Outside London","40","35","43260","48080"
"In post","2022","Asian","Defence Electronics and Components Agency","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Electronics and Components Agency","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","275","270","35700","33000"
"In post","2022","Asian","Defence Equipment and Support","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Outer London - West and North West","London","50","45","23290","20260"
"In post","2022","Asian","Defence Equipment and Support","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","West Central Scotland","Outside London","5","5","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Science and Technology Laboratory","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Science and Technology Laboratory","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Science and Technology Laboratory","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","40","35","44670","39940"
"In post","2022","Asian","Defence Science and Technology Laboratory","Hampshire and Isle of Wight","Outside London","20","20","[c]","[c]"
"In post","2022","Asian","Defence Science and Technology Laboratory","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Science and Technology Laboratory","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Science and Technology Laboratory","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Greater Manchester","Outside London","15","15","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Inner London - West","London","545","540","44690","40050"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outer London - West and North West","London","10","10","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands","Outside London","45","45","35550","30360"
