"Status","Year","Disability","Ethnicity","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Department for Work and Pensions","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Department for Work and Pensions","EO","35","[c]","29730","31060"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Department for Work and Pensions","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Estyn","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Estyn","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Estyn","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","HM Revenue and Customs","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Home Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Home Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Ministry of Defence","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Ministry of Justice","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Ministry of Justice","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Office of the Secretary of State for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Office of the Secretary of State for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Office of the Secretary of State for Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Office of the Secretary of State for Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Office of the Secretary of State for Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","UK Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Water Services Regulation Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Welsh Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Attorney General's Departments","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Department for Business, Energy and Industrial Strategy","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Department for Business, Energy and Industrial Strategy","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Department for Environment, Food and Rural Affairs","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
